id,revenue
3001,3560753.435736307
3002,1165952.2377806955
3003,4938385.763515428
3004,10260773.360977255
3005,742611.2853562778
3006,1985768.4541944275
3007,623691.1502603749
3008,24270486.17607273
3009,22433516.278128546
3010,403665030.64603746
3011,126500.516122449
3012,288553.1512323181
3013,16931447.686951555
3014,424758.90955440485
3015,12048777.294630308
3016,146620.8206001047
3017,141485369.08926576
3018,212907615.2290988
3019,9618461.228055714
3020,253146476.16161782
3021,30778444.77718756
3022,20620645.048744302
3023,91966.22694976557
3024,9372747.176321952
3025,171750.98803387285
3026,114746243.79000233
3027,5234488.177086384
3028,153602308.10781235
3029,358476.5308130415
3030,16344163.84803893
3031,3516806.7350308136
3032,7401023.282434686
3033,13232.652372631463
3034,189812.286684583
3035,485749.7028882739
3036,26019256.71660225
3037,45601091.51034939
3038,22663719.55152098
3039,4875867.255473062
3040,2435656.791571213
3041,13322337.913495675
3042,1963633.281475681
3043,8421940.755499762
3044,3560319.4256778783
3045,679454668.525958
3046,1085642.340940956
3047,2443715.189873804
3048,20139520.063330095
3049,25535348.49025592
3050,46544721.70355163
3051,5564.608850122457
3052,10047679.759802544
3053,149225.07378731016
3054,200661.60697503923
3055,51644673.58400269
3056,182894.94391576241
3057,16384925.80884446
3058,236962756.80120444
3059,479628.81583128456
3060,120500146.731377
3061,41489240.902207986
3062,7754508.688355786
3063,7573757.7885465855
3064,25459724.204246245
3065,37402602.32422959
3066,31107895.57398561
3067,432807.1796820838
3068,99622559.06339386
3069,268961312.5618008
3070,1077537.609164478
3071,2532440.1216537748
3072,516176137.53705806
3073,1279382.5590747786
3074,350348.37849776435
3075,71127756.29574037
3076,125282491.26395965
3077,4584075.408120347
3078,97131617.35991234
3079,32030800.51273995
3080,191312719.6880443
3081,12913115.560238782
3082,4014644.754274969
3083,4942734.872872771
3084,1984.6711692328881
3085,13498797.228751913
3086,70671421.42686255
3087,200042.25323837905
3088,287365.95567107375
3089,57233.81576938088
3090,38491676.87227785
3091,12621757.11483002
3092,2831054.6002678694
3093,273648317.52574074
3094,210803004.4956602
3095,31147014.661877852
3096,2656126.460760122
3097,486245109.8273002
3098,24269468.45762338
3099,41960478.76168488
3100,3290617.3188597485
3101,9783653.04668582
3102,498481.2794516206
3103,487487.531294099
3104,1240272.6761667985
3105,49865145.53519356
3106,46004402.73379515
3107,27593765.301636133
3108,7575215.473243154
3109,7913700.577437275
3110,436459377.8147909
3111,2253328.3630412
3112,298067.47509004385
3113,3284248.960532216
3114,10114016.393864973
3115,12938378.541797392
3116,3277423.9794283425
3117,350082.9771481447
3118,541398.3922270495
3119,365746412.9216557
3120,7153740.469834909
3121,570907.4465040624
3122,4408203.361105767
3123,19796600.7438121
3124,1006260.8955449244
3125,223218.6968300209
3126,39543277.102588594
3127,6560837.254467573
3128,25098465.92786765
3129,283374487.35659957
3130,10264395.292041756
3131,747115.6268373944
3132,4052800.5030678464
3133,375893.2344923939
3134,10984687.02592844
3135,3057418.29736011
3136,5990652.327628382
3137,35670146.829295196
3138,1560958.8386439835
3139,20436994.07270346
3140,139182472.1201174
3141,5622286.571890907
3142,942535.4303207858
3143,226293008.83709878
3144,5427962.689650737
3145,1752747.8106230602
3146,1276890.6705647067
3147,11416416.50506461
3148,1066880.8428169757
3149,37974640.8776939
3150,83329359.06292275
3151,6504528.168108177
3152,18199813.42763713
3153,897878.6196104401
3154,2955623.4574022666
3155,21549140.145387553
3156,5105553.440370104
3157,20706414.05693095
3158,215458354.3071545
3159,4639749.292657032
3160,9756745.58464259
3161,412724.13057798136
3162,2126721.1953837797
3163,132206693.1400479
3164,2049955.0908467234
3165,109409.7265150536
3166,282209.8550059305
3167,59228979.697805636
3168,238479.78626806696
3169,16255097.68851263
3170,11620821.823173195
3171,29609914.892148
3172,37484239.83332469
3173,404868.58281610534
3174,1386236.4902673748
3175,4090358.4001878127
3176,56595955.13908387
3177,119394150.03611481
3178,3844082.515030943
3179,5009283.446467903
3180,1606636.6931765005
3181,397519.3872131021
3182,225398715.30589458
3183,23187138.799662896
3184,25980406.91958741
3185,69585874.24703784
3186,46920199.63072951
3187,2796066.272869274
3188,6856208.853683658
3189,120233586.00038892
3190,32138614.650942232
3191,6035643.184790488
3192,1418558.283306392
3193,260885714.2261821
3194,50451312.42776331
3195,240761.23605451887
3196,3800052.45375894
3197,1158806.7527027305
3198,7357257.777578582
3199,351511921.80076516
3200,7133587.373838238
3201,2248531.657864755
3202,2507527.13059365
3203,968156.8861276113
3204,1491935.1915272265
3205,311373.7218688433
3206,25580471.262296204
3207,76578565.3854974
3208,2443012.027705676
3209,3585062.21160004
3210,614156710.0451732
3211,764256.8737314029
3212,89180283.44867702
3213,23150446.527999938
3214,726808.5339925493
3215,2269749.7096288586
3216,6632761.375198968
3217,577683005.1129472
3218,1441611.008280877
3219,189731.64073420427
3220,180868899.84472185
3221,7144954.265875628
3222,430709.4111366051
3223,30175720.124296315
3224,5039.61484292939
3225,2904521.3286195435
3226,17907777.988962837
3227,88410752.5944007
3228,131015314.92424208
3229,119801488.25298686
3230,40327721.92301351
3231,22207788.527778365
3232,12341045.8223743
3233,2319366.4420178756
3234,3805657.422509325
3235,606082.8674708082
3236,233324.8705572425
3237,16092547.317003708
3238,2550712.9344266825
3239,109105.55517616037
3240,348292636.3452291
3241,2959787.183229411
3242,3916458.4974355544
3243,3309841.5083117546
3244,103904.11483425963
3245,554892.0803732211
3246,10841184.600515328
3247,8189893.099573895
3248,54064038.50733429
3249,32993771.03350492
3250,419280050.8443289
3251,610535.396463404
3252,14238365.027372569
3253,114795727.88042244
3254,664085.1448452196
3255,114890.14906162042
3256,8164456.720362572
3257,4243673.873221466
3258,10944075.96624541
3259,16032845.405550381
3260,1169969.6004607223
3261,470056955.21438634
3262,6008942.42226465
3263,266013.10311369295
3264,75813.5365321596
3265,17933.180228345627
3266,216816.20636157098
3267,23560164.82228587
3268,58803.823847223946
3269,30370933.44122758
3270,16573629.651451472
3271,1910530.4028690357
3272,6632664.140093483
3273,4888546.735311777
3274,446957321.2801503
3275,9206653.650507791
3276,218917.08974822192
3277,7289841.176922476
3278,33408073.06947148
3279,9737355.287119076
3280,314789417.26925313
3281,191075.08647131376
3282,2517265.7561927997
3283,237816506.77846387
3284,25481262.326103
3285,84078582.30221392
3286,547063.4459317568
3287,2193121.1727743885
3288,4942591.555682194
3289,69187895.37639162
3290,50506418.84500958
3291,54733269.93545221
3292,290994890.246061
3293,44544809.39864861
3294,1862163.2045394666
3295,5662412.515248863
3296,811053.6089662034
3297,1402318.9920853234
3298,49582685.227184504
3299,2930418.916661715
3300,34422137.78740832
3301,176926.01444624286
3302,8249197.038981996
3303,1312717.7112957067
3304,6863933.345715452
3305,42234794.80593738
3306,527185.8996375819
3307,18828735.045175362
3308,12824605.152399454
3309,1457556.3040797887
3310,1560487.0433531755
3311,3334682.044107048
3312,2243910.748420341
3313,20234221.337371513
3314,17945415.941267792
3315,47077205.503511935
3316,12546209.124850156
3317,447478.62592058524
3318,206262.71295106458
3319,6582398.396058857
3320,12634396.145576566
3321,2883308.280319147
3322,2488999.506065035
3323,140732405.11724466
3324,1447569.5147174613
3325,158313770.744277
3326,450974515.90638196
3327,80212235.80439861
3328,17903669.34694238
3329,4660699.016213221
3330,140866807.57485545
3331,2763931.9714654447
3332,105895612.57532105
3333,366444860.19560075
3334,3139534.6297465037
3335,25152427.74248313
3336,3486828.200754516
3337,44626.45346634052
3338,11805506.365384582
3339,606954.6296992534
3340,113415745.47329023
3341,3082799.341578218
3342,110485903.08014518
3343,125171293.90702574
3344,367614.7672896667
3345,2265756.7014485807
3346,17506248.305692803
3347,198196.5609667507
3348,21155142.341623332
3349,111417080.82602753
3350,353182059.44457924
3351,11471438.949589306
3352,839554.8489206943
3353,74183403.6652851
3354,5249385.756044555
3355,2640317.3680718793
3356,7394672.545627143
3357,487303.4673026261
3358,10182424.272803757
3359,14023188.780435098
3360,6459984.898006664
3361,54398465.493956655
3362,5014114.24991972
3363,4662223.271510075
3364,14932905.861904038
3365,274225.0752247517
3366,121592353.53432974
3367,106335327.5441137
3368,579247.4929115111
3369,18661035.106121276
3370,78956302.10756952
3371,101603693.04924032
3372,39843871.13808028
3373,51835974.954056285
3374,8592211.644153815
3375,66293874.04018648
3376,19735787.668663796
3377,10202642.395690309
3378,5345204.642611689
3379,222429040.5131177
3380,38881057.53264531
3381,2268437.561583965
3382,224366.42240384704
3383,844955.398142458
3384,22216493.816137996
3385,75943225.88676746
3386,816421.0027094219
3387,1814582.8002392144
3388,120350136.54825261
3389,930278245.5219882
3390,6006993.612540985
3391,9768697.231043186
3392,8863187.551926525
3393,9191940.838595262
3394,25769095.63766549
3395,241486685.45306414
3396,4777092.810022946
3397,143785.56536497784
3398,339374185.525513
3399,92571437.93208358
3400,9282745.73036919
3401,4044817.4572524684
3402,317376.4624350567
3403,69443657.9696715
3404,5658830.841722692
3405,3127761.5805710787
3406,33938187.23612759
3407,220019053.03537935
3408,20024531.331131432
3409,484041.19195514667
3410,47621944.35958663
3411,63030208.378109165
3412,9365421.085353933
3413,14181383.076782793
3414,359674.5819636518
3415,9614209.554497113
3416,47039217.08874217
3417,138799106.65055215
3418,46387733.35311099
3419,436545277.7102038
3420,748161.7859175857
3421,13289269.870416835
3422,318261.0687104435
3423,519883223.5562037
3424,131234.168112912
3425,1261331.8414843099
3426,9487887.910236772
3427,28434541.767400604
3428,2289381.935362448
3429,44634820.01303849
3430,437582059.60561144
3431,2822587.9129161537
3432,2428500.106407402
3433,6878828.483189884
3434,1814027.0355662405
3435,483127937.78669715
3436,166019388.13027835
3437,790981.0809562507
3438,16464547.461581904
3439,52480351.443961486
3440,25699615.402536485
3441,57325855.204933025
3442,1430584.2086395696
3443,952050.1850750918
3444,342246.9577675056
3445,111338364.34715548
3446,111826.86101031837
3447,2083097.2083478372
3448,9474168.802414766
3449,8477010.724189946
3450,122240976.74230114
3451,17512544.456105214
3452,38871569.199097574
3453,60524833.102970876
3454,17152364.858620394
3455,1242544.0531798096
3456,131034577.74859424
3457,10699283.596983258
3458,14269010.420806129
3459,722294047.1411867
3460,36560412.16835404
3461,4280531.593990766
3462,4545879.169737675
3463,22580953.314572938
3464,187910.66467073112
3465,40399995.27763327
3466,11085889.16878663
3467,5867723.32335063
3468,120420478.77968541
3469,1326611.774889634
3470,143304.65249446922
3471,26627760.113695264
3472,142061.81159736417
3473,24123719.303627655
3474,41146363.08288694
3475,314400755.9258101
3476,3832619.47193675
3477,12640114.286125626
3478,6998742.921768766
3479,242023608.89520034
3480,2828406.7526558004
3481,1688015.0092592873
3482,1999177.2952425468
3483,436140.99994856643
3484,3415647.5787735255
3485,123508955.07118346
3486,20345568.354731716
3487,147464086.84635445
3488,83626399.83817807
3489,2886899.1524807825
3490,15407529.092511388
3491,10150215.38909581
3492,3885508.088065566
3493,7199064.242971186
3494,575529.834168743
3495,106962384.11592418
3496,5584164.288925397
3497,109776710.36969112
3498,94496378.69665779
3499,16847500.701224178
3500,271265.4055974706
3501,60286181.78020418
3502,89257842.49227537
3503,54316874.74338287
3504,45170039.88736197
3505,3361022.308201113
3506,152289924.8377177
3507,125127975.98559096
3508,10343964.695106516
3509,9870012.231286576
3510,13918908.157450125
3511,13523893.760096872
3512,241766976.39968085
3513,8572245.51204499
3514,7236458.918442814
3515,1832786.1731893318
3516,15124429.904731225
3517,871889513.6505224
3518,59497416.15931509
3519,2009078.914143774
3520,1641235.7628549777
3521,450140.3630877249
3522,12586474.490719125
3523,16664725.491215622
3524,139474228.31040344
3525,114335994.28946002
3526,9245589.516448239
3527,5959532.429514025
3528,2450630.725210188
3529,342937695.2258612
3530,15902645.113599528
3531,42888532.80676156
3532,114116237.55296287
3533,14057144.693595398
3534,34483560.30904896
3535,199900654.40157568
3536,4654734.54762473
3537,56984001.601602025
3538,59321632.26918824
3539,26149500.73255204
3540,8214614.979839556
3541,22628197.49313626
3542,23322376.23613179
3543,170199.56923580027
3544,26994580.507843763
3545,301513.7171688207
3546,816182.9881040587
3547,195860688.87098128
3548,311423446.7379496
3549,3155302.367240069
3550,17682751.265433364
3551,161628149.9569511
3552,45587457.43176918
3553,73037793.65657578
3554,110101837.21780813
3555,136553937.44950274
3556,37454296.728314124
3557,6549536.510798389
3558,262667247.25316167
3559,31444983.3055458
3560,302193.26636338327
3561,33237874.49128503
3562,8728768.403124893
3563,6804184.188057463
3564,275943.2635566726
3565,2447238.805113077
3566,58729654.40215358
3567,2164439.123271847
3568,7379000.71130786
3569,167190574.51063806
3570,487740.81563672726
3571,36714057.79074854
3572,201462527.88670874
3573,4022236.9989529834
3574,8701271.729249263
3575,4450096.267878733
3576,16383008.402962266
3577,4967943.560057755
3578,87202906.34810919
3579,32089204.00997257
3580,28924653.259972505
3581,3701468.944968565
3582,157070858.49005347
3583,296360.7843775022
3584,13050740.416238617
3585,12309584.226445425
3586,22103785.296761014
3587,395396.5989247911
3588,1624373.8752985694
3589,17350163.62558275
3590,9593896.015800582
3591,514131311.7330989
3592,547432.1595046159
3593,255059.20633358613
3594,27340.666385782177
3595,24269516.36992304
3596,4937139.067138849
3597,4871407.013910435
3598,21029284.064395294
3599,7968478.037095137
3600,1146110.8614783133
3601,118984.30309524982
3602,1401381.8048323058
3603,6701122.945031568
3604,5223171.03374677
3605,67560634.52003537
3606,264321.9255430598
3607,86455734.97860983
3608,325513479.5325458
3609,1666426.0259024058
3610,28018980.033924356
3611,269027.5699160758
3612,4622486.17182503
3613,2189973.9188906103
3614,156956457.92254713
3615,22834990.00241381
3616,8962673.352837153
3617,7615288.039407433
3618,150725084.70936894
3619,41880.66547285902
3620,290682800.95638424
3621,217346973.67988527
3622,352485326.66926134
3623,90769552.1419217
3624,146043.35000746459
3625,2362246.839615489
3626,21275488.046650704
3627,24118896.941353776
3628,440687441.62770474
3629,2449160.686969788
3630,47303.79302628444
3631,99299827.68872291
3632,6077525.057952533
3633,28162746.50726485
3634,485430.319412339
3635,2055032.9694750903
3636,38390221.58669095
3637,727702.4777293078
3638,19804446.960731935
3639,75402142.80698802
3640,364056103.7765003
3641,913219.1220985705
3642,609225.1593429772
3643,3917378.7362955003
3644,6957274.42712775
3645,10586053.808274517
3646,6789937.820760155
3647,4269345.110393072
3648,3719134.9261939474
3649,9643666.007659892
3650,15057299.727466445
3651,607236058.0419694
3652,40295993.271613955
3653,279295648.85720766
3654,1172965.0136289052
3655,19062578.529018126
3656,1259038.377402071
3657,133308.3806978196
3658,1865728.0490445832
3659,162382491.7572657
3660,364048486.2775657
3661,5128929.528114032
3662,11043084.580562105
3663,628557295.684731
3664,404844.7856512994
3665,502239.1266042792
3666,8754131.070937876
3667,119641846.07220195
3668,61200423.158371486
3669,1711354.9904103968
3670,22544427.62968012
3671,15832209.897179026
3672,3626682.7090851325
3673,73009620.16456927
3674,6322114.621104525
3675,247419383.55459735
3676,174299544.4325847
3677,4002563.028507964
3678,6918188.634059709
3679,33573193.34430268
3680,1427183.4069246766
3681,351129.0201392366
3682,100068569.87605825
3683,3377714.0983004766
3684,176855027.28172082
3685,164567304.62946945
3686,3060553.8283956684
3687,149943921.4006248
3688,2958540.0354787433
3689,404933.3130909389
3690,90763445.09746888
3691,737085.3510347821
3692,373055.2553388809
3693,110722161.51059812
3694,159075983.29409534
3695,31092770.597048394
3696,32696932.016264807
3697,3246932.973250168
3698,48230171.10594286
3699,3376453.490170833
3700,1610132.4756015548
3701,16772213.58751042
3702,79119.35918256894
3703,122230380.05374952
3704,169733999.8499071
3705,6927668.856738593
3706,71630867.03749968
3707,524372.6281411437
3708,9223183.898854744
3709,304080437.2791362
3710,7214614.682801487
3711,1579895.239852462
3712,26698849.841849994
3713,13303297.460758515
3714,1012327.2950619801
3715,2706258.3031853745
3716,1702706.532031923
3717,145724.19316568554
3718,5299218.033852036
3719,103740142.9033235
3720,12325993.241440497
3721,186243.4884529381
3722,15705837.889368556
3723,302662.7722194334
3724,8599423.043636642
3725,17296773.444685988
3726,5847714.986924956
3727,27679391.2759673
3728,146190329.42800525
3729,5027929.842379627
3730,97829780.14341694
3731,67978938.02912225
3732,570624.4142453558
3733,440952731.3788079
3734,286320585.2965176
3735,11044259.128151104
3736,5275877.524432119
3737,9442908.239537995
3738,290971.4742763763
3739,1800471.4810418626
3740,1994645.4522171197
3741,5581695.481193685
3742,141067868.35424295
3743,51070428.282590605
3744,92021179.2825416
3745,41227700.57911686
3746,117157783.16950688
3747,133075.06429800857
3748,3588473.206210477
3749,6398394.710278511
3750,176324.33493592733
3751,7530422.055321166
3752,1631536.3595164672
3753,1981024.4758870283
3754,22349390.450605325
3755,109175838.22110672
3756,3364016.049968025
3757,332190387.7399324
3758,93016905.5024124
3759,4957474.40482166
3760,74136068.29304408
3761,13195171.580662798
3762,406237431.207872
3763,19116345.945074107
3764,15178797.137541806
3765,3201714.0985302064
3766,1250006.379701585
3767,17327675.28838219
3768,6400451.154926179
3769,1869660.2673846113
3770,1392177.3709430406
3771,15553456.380195277
3772,6018535.514569656
3773,44934522.07233387
3774,11037738.608686594
3775,190262230.44646108
3776,48605833.337261386
3777,1482268.842986166
3778,415375.93457948323
3779,21334436.420236766
3780,264596.6419056963
3781,21604073.236059576
3782,778040.6090106878
3783,8590386.102324571
3784,1335541.0304770858
3785,316051713.52426654
3786,7085358.48624021
3787,144508883.7770246
3788,541696443.3475909
3789,1765427.6912700045
3790,989024.8687833827
3791,5436791.743929523
3792,203702.5815995243
3793,1361084.6148034167
3794,2044041.7057144651
3795,88541197.9411813
3796,4594254.616560048
3797,6871609.244326796
3798,36626030.479123734
3799,2589869.885436367
3800,841877.2660519144
3801,21293952.134391066
3802,373548.0008156692
3803,12265219.944891471
3804,77043.1270385345
3805,77877.39574349581
3806,49172950.338098615
3807,567336.9453472507
3808,556216.6558449646
3809,14012506.021735823
3810,2140249.832665626
3811,10207287.787468214
3812,3997378.140782667
3813,146234.71354218098
3814,1164062.0739048682
3815,85578068.58722517
3816,173084413.50940004
3817,188144065.68750024
3818,51804860.1865312
3819,33287501.612326846
3820,144436089.47112146
3821,54932710.58282332
3822,15092160.91945757
3823,3744628.8644736153
3824,5392524.987581752
3825,7355381.417343897
3826,103784923.91725732
3827,88885405.83020312
3828,1244919.6295416388
3829,21068.09801277247
3830,53332128.89408544
3831,2164.4075614863277
3832,205950678.05042312
3833,9636056.210644847
3834,1251163.5786339883
3835,3203665.8167512855
3836,640787.9262759262
3837,39946715.01565215
3838,17270753.080685746
3839,509335.97107943776
3840,13628831.26481255
3841,4723700.2341079265
3842,1946743.5133515922
3843,4943560.095345053
3844,508826.9834166215
3845,59214.66024865794
3846,718073.5326794753
3847,77664.8629294391
3848,1246465.7613500238
3849,43035626.73131881
3850,5256094.462372184
3851,14581322.330068752
3852,750202.0383345396
3853,94526025.93979849
3854,264252.0064539781
3855,352032.6507688351
3856,10439326.977389125
3857,289755956.7447422
3858,548952.4232258475
3859,7409875.006335126
3860,6126008.951964904
3861,10634833.454323543
3862,6425570.863015216
3863,65839094.01084312
3864,18867227.109520886
3865,153120035.02924487
3866,2093470.4929599778
3867,13179261.432295218
3868,2058691.614217137
3869,54897575.40933496
3870,47889878.321261786
3871,524856580.31238765
3872,3339170.517822205
3873,10011933.654707894
3874,555333.5278130674
3875,72732693.00438707
3876,82782.52570148197
3877,47123538.93016442
3878,289974859.5313347
3879,474386372.4957807
3880,8734489.68194127
3881,76938.44019678448
3882,4023783.0303018917
3883,1707685.3433675035
3884,236122381.04055163
3885,1933731.4362291954
3886,32074112.05964751
3887,6239985.071895005
3888,3984972.7678784323
3889,1271771.8477019677
3890,322902931.48547393
3891,5488980.078224132
3892,466477.25824396964
3893,510122631.690649
3894,123427490.82816628
3895,12884676.1516762
3896,38419282.315048605
3897,4405625.583557527
3898,12143262.372698791
3899,333306065.87541187
3900,24742807.478196356
3901,1484423.9714017739
3902,150381.43434777702
3903,634023.1137761966
3904,7093092.562770313
3905,7281615.692033886
3906,136338884.88592523
3907,2244798.39434392
3908,4506762.125035857
3909,1213102.4855678931
3910,12507792.968045369
3911,1066184.4441998207
3912,9576526.913342787
3913,136258684.51925823
3914,20123604.49582719
3915,670547007.5367777
3916,327350.25146387063
3917,3303898.187551435
3918,3544331.965035988
3919,107592564.1629422
3920,30014244.224558193
3921,57593.65427961492
3922,10408568.429650592
3923,40853509.81413337
3924,50158545.087955415
3925,317900425.44239265
3926,1074734.3406193438
3927,216656869.31627005
3928,133656536.73583801
3929,75383680.5452539
3930,552108.0144237013
3931,1696590.4918754424
3932,2634536.4036396057
3933,5937976.269527672
3934,109091591.05811214
3935,2848.7337536184596
3936,321213.2528996283
3937,225574221.4885135
3938,10697984.983816534
3939,35731387.340410486
3940,1713430.7253744935
3941,29255714.599697787
3942,356350673.58082265
3943,842446494.8962673
3944,7036608.633626747
3945,44504941.0691143
3946,1705880.0668911017
3947,92063543.15905963
3948,2774873.0240132036
3949,954600.5106181473
3950,447806.3669721054
3951,5184011.849682581
3952,47713507.035036504
3953,84920019.77982715
3954,734780054.3707958
3955,4190086.8470592396
3956,10266996.509179393
3957,6891969.131531211
3958,377452.70187053934
3959,5804635.716590057
3960,505554.1849801144
3961,18233790.510925356
3962,1097611.7516987252
