id,revenue
3001,9361790.703512749
3002,826946.1818461737
3003,8176659.9803656265
3004,7206666.100346816
3005,959427.3751981719
3006,1448530.8796221623
3007,1077796.8235565876
3008,33915411.58499625
3009,19829693.728525765
3010,450530976.1820656
3011,60901.10704722624
3012,156143.80676542874
3013,18920630.959486406
3014,318029.5723347543
3015,17050523.16907766
3016,91165.35771969569
3017,107825531.93023777
3018,187790664.02508155
3019,16468651.084462771
3020,432355166.68615633
3021,29358863.001156434
3022,26202877.5692806
3023,24424.36561779508
3024,5733414.481626827
3025,164073.2180880634
3026,86230153.6062461
3027,2603332.9290279318
3028,109800605.94134104
3029,207054.58430919645
3030,10239551.650087733
3031,4433973.44126283
3032,6285599.174787419
3033,87233.59802600183
3034,188449.84146337718
3035,335843.5753368934
3036,31854245.629503846
3037,52493954.09687988
3038,30799714.785267074
3039,3896692.97414379
3040,991423.0040537084
3041,14214235.882131761
3042,646961.0134182081
3043,6196847.495049076
3044,1870628.8329471287
3045,548929444.6149237
3046,1727172.0388097188
3047,554231.8062627239
3048,18782605.601773974
3049,34808649.2670162
3050,39515590.691242315
3051,29620.093260463615
3052,9554852.596126696
3053,84734.6359971484
3054,39186.39112039795
3055,49587661.56610249
3056,115485.06153317563
3057,7293622.578079635
3058,244350795.689932
3059,662126.8515370638
3060,102213547.72506629
3061,27269698.427715752
3062,7386266.114458776
3063,4946082.839159434
3064,28844735.228338167
3065,51566738.13780104
3066,47490540.9278861
3067,210798.67105367652
3068,92307837.7380605
3069,244355129.42331675
3070,366053.12208045437
3071,3366826.285702767
3072,421651096.7171029
3073,2101040.960691982
3074,284299.76826382
3075,76817971.88745083
3076,117842524.55053307
3077,2667324.252080622
3078,98898196.30250672
3079,30461458.33814671
3080,182601754.93523306
3081,12902054.887828944
3082,3876925.4082089765
3083,8638774.064628083
3084,82978.324554168
3085,8298931.611212909
3086,72350724.51948318
3087,116191.082449064
3088,508990.4431296256
3089,4605.328717828916
3090,48110398.442816675
3091,11489294.583339736
3092,3443555.4179475238
3093,220709065.12941808
3094,145728472.719223
3095,30918087.09968692
3096,1315390.040887566
3097,590914774.5569372
3098,28242335.624952953
3099,40549879.49992617
3100,7175556.242995366
3101,8321425.920273725
3102,137794.2263262615
3103,1007446.2760294848
3104,3122801.876676383
3105,57399023.443876505
3106,47802709.662048325
3107,30547570.58396193
3108,7044918.904390244
3109,10472240.459744815
3110,383983406.5169597
3111,3885152.259939563
3112,319875.642103557
3113,3193875.1128789205
3114,11237590.003612094
3115,12476007.604303317
3116,4916181.464150288
3117,243469.62137922944
3118,577958.3618464442
3119,348318170.8591299
3120,64841969.895779654
3121,104303.24319710417
3122,5612987.1751768375
3123,25974596.9699654
3124,1110528.9264192597
3125,346353.5349099284
3126,36192318.00098835
3127,11482526.21835772
3128,26612148.785118133
3129,219680851.58287537
3130,11463184.440540612
3131,1331845.5334015316
3132,5204128.436353053
3133,259580.87793399813
3134,13213082.887472859
3135,2579540.1725952704
3136,2924290.800207908
3137,21623820.569971323
3138,912276.4863323665
3139,13528125.610041648
3140,135060612.67776856
3141,6255281.498124878
3142,518588.0804184849
3143,199843602.11225763
3144,4489022.177172011
3145,1800429.8363133767
3146,1928917.1969261966
3147,8661188.30401742
3148,740297.3473217245
3149,21691701.531937107
3150,50313186.005495325
3151,3810697.8098470033
3152,31601329.535095453
3153,481549.02959281945
3154,3835309.3599420297
3155,22602480.309123613
3156,3327947.342576249
3157,20694677.016644757
3158,192208924.95500934
3159,6453604.436767109
3160,20248688.47540659
3161,594648.3448913866
3162,2350664.255829813
3163,151896171.70175683
3164,1850966.377420009
3165,36265.354437928945
3166,315816.3156506455
